merchant,vertical,tier,seasonality,peak_months,engagement_month_label,engagement_month_sort,engagement_date,engagement_type,priority,owner,fy26_fc_gmv,status,next_action,leadership_flag,playbook
Iris Eyewar,Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Oct 2026,2026-10,2026-10-01,T-12 to T-8 planning,Critical,Cathryn Felton,"$397,923",Planned,Confirm promo economics and homepage placement,Yes,New Year / pre-summer treatment package financing
Kits Eyecare,Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Oct 2026,2026-10,2026-10-01,T-12 to T-8 planning,Critical,Cathryn Felton,"$6,687",Planned,Confirm promo economics and homepage placement,Yes,New Year / pre-summer treatment package financing
Lee Valley Tools Limited,Home Improvement,Tier 2,"spring_home, holiday","Apr, May, Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Saagar Chugh,"$539,962",Planned,Confirm promo economics and homepage placement,Yes,Spring reno / summer outdoor / holiday tools
Lugaro Jewellers,Jewelry,Tier 2,holiday,"Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Lynda Khouildi,"$376,353",Planned,Confirm promo economics and homepage placement,Yes,Holiday gifting and event-driven conversion
Luxedujour,Jewelry,Tier 2,holiday,"Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Lynda Khouildi,"$675,729",Planned,Confirm promo economics and homepage placement,Yes,Holiday gifting and event-driven conversion
Marantz,Electronics & Wireless,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Lynda Khouildi,"$13,641",Planned,Confirm promo economics and homepage placement,Yes,BTS / holiday device and accessory financing
Matt and Nat,Jewelry,Tier 2,holiday,"Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Lynda Khouildi,"$4,116",Planned,Confirm promo economics and homepage placement,Yes,Holiday gifting and event-driven conversion
Matt and Nat (French),Jewelry,Tier 2,holiday,"Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Lynda Khouildi,$140.31,Planned,Confirm promo economics and homepage placement,Yes,Holiday gifting and event-driven conversion
Meital Studios,Other,Tier 2,holiday,"Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Cathryn Felton,"$975,606",Planned,Confirm promo economics and homepage placement,Yes,General seasonal planning cadence
Mi4Canada.COM,Other,Tier 2,holiday,"Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Saagar Chugh,$1.32M,Planned,Confirm promo economics and homepage placement,Yes,General seasonal planning cadence
Mobile Klinik,Electronics & Wireless,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Saagar Chugh,$2.06M,Planned,Confirm promo economics and homepage placement,Yes,BTS / holiday device and accessory financing
Music Red One,Other,Tier 2,holiday,"Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Saagar Chugh,"$727,718",Planned,Confirm promo economics and homepage placement,Yes,General seasonal planning cadence
New Look Canada,Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Oct 2026,2026-10,2026-10-01,T-12 to T-8 planning,Critical,Cathryn Felton,$2.15M,Planned,Confirm promo economics and homepage placement,Yes,New Year / pre-summer treatment package financing
Northern Fitness,Fitness & Mobility,Tier 2,"new_year, holiday","Jan, Feb, Nov, Dec",Oct 2026,2026-10,2026-10-01,T-12 to T-8 planning,Critical,Lynda Khouildi,$1.31M,Planned,Confirm promo economics and homepage placement,Yes,New Year / spring / holiday equipment financing
Novosbed,Sleep,Tier 2,"spring_home, labour_day, holiday","Apr, May, Sep, Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Lynda Khouildi,"$215,425",Planned,Confirm promo economics and homepage placement,Yes,Spring / Labour Day / holiday mattress and bedding push
Nuovo Photography,Photography & Services,Tier 2,holiday,"Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Cathryn Felton,$9.66M,Planned,Confirm promo economics and homepage placement,Yes,Holiday gifting and creator equipment spikes
Oasis,Other,Tier 2,holiday,"Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Lynda Khouildi,"$179,057",Planned,Confirm promo economics and homepage placement,Yes,General seasonal planning cadence
Oasis Aesthetics Spa - Winnipeg,Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Oct 2026,2026-10,2026-10-01,T-12 to T-8 planning,Critical,Lynda Khouildi,"$200,301",Planned,Confirm promo economics and homepage placement,Yes,New Year / pre-summer treatment package financing
Oliver Jewellery,Jewelry,Tier 2,holiday,"Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Lynda Khouildi,$1.46M,Planned,Confirm promo economics and homepage placement,Yes,Holiday gifting and event-driven conversion
Omnia Tattoo Academy,Education,Tier 2,"bts, new_year","Aug, Sep, Jan, Feb",Oct 2026,2026-10,2026-10-01,T-12 to T-8 planning,Medium,Lynda Khouildi,"$55,793",Planned,Schedule planning touchpoint,No,BTS / New Year enrollment financing
Optique Beauport Inc. (308),Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Oct 2026,2026-10,2026-10-01,T-12 to T-8 planning,Critical,Lynda Khouildi,"$5,015",Planned,Confirm promo economics and homepage placement,Yes,New Year / pre-summer treatment package financing
PDA Plaza,Other,Tier 2,holiday,"Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Lynda Khouildi,"$410,395",Planned,Confirm promo economics and homepage placement,Yes,General seasonal planning cadence
PROGRAMME GS+,Education,Tier 2,"bts, new_year","Aug, Sep, Jan, Feb",Oct 2026,2026-10,2026-10-01,T-12 to T-8 planning,Medium,Lynda Khouildi,"$54,052",Planned,Schedule planning touchpoint,No,BTS / New Year enrollment financing
Polk Audio,Electronics & Wireless,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Saagar Chugh,"$53,260",Planned,Confirm promo economics and homepage placement,Yes,BTS / holiday device and accessory financing
Polysleep,Sleep,Tier 2,"spring_home, labour_day, holiday","Apr, May, Sep, Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Lynda Khouildi,"$302,544",Planned,Confirm promo economics and homepage placement,Yes,Spring / Labour Day / holiday mattress and bedding push
Quoted Tech Gaming PC's,Electronics & Wireless,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Saagar Chugh,$1.85M,Planned,Confirm promo economics and homepage placement,Yes,BTS / holiday device and accessory financing
REEBELO.CA,Other,Tier 2,holiday,"Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Saagar Chugh,$1.31M,Planned,Confirm promo economics and homepage placement,Yes,General seasonal planning cadence
Rad Power Bikes,Fitness & Mobility,Tier 2,"new_year, spring_home, holiday","Jan, Feb, Apr, May, Nov, Dec",Oct 2026,2026-10,2026-10-01,T-12 to T-8 planning,Critical,Lynda Khouildi,"$48,162",Planned,Confirm promo economics and homepage placement,Yes,New Year / spring / holiday equipment financing
Raffi Jewellers (Yorkdale) Inc,Jewelry,Tier 2,holiday,"Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Lynda Khouildi,"$132,326",Planned,Confirm promo economics and homepage placement,Yes,Holiday gifting and event-driven conversion
Raffi Jewellers Toronto,Jewelry,Tier 2,holiday,"Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Lynda Khouildi,"$136,091",Planned,Confirm promo economics and homepage placement,Yes,Holiday gifting and event-driven conversion
Removery,Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic","Jan, Feb, Apr, May, Jun",Oct 2026,2026-10,2026-10-01,T-12 to T-8 planning,Medium,Lynda Khouildi,$1.75M,Planned,Schedule planning touchpoint,No,New Year / pre-summer treatment package financing
Removery - Kitsilano,Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Oct 2026,2026-10,2026-10-01,T-12 to T-8 planning,Critical,Lynda Khouildi,"$242,743",Planned,Confirm promo economics and homepage placement,Yes,New Year / pre-summer treatment package financing
Ren's Pet Depot (SFCC),Retail / Multi,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Saagar Chugh,"$77,881",Planned,Confirm promo economics and homepage placement,Yes,BTS / holiday merchandising and offer coordination
Ren's Pet Depot (VCN),Retail / Multi,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Saagar Chugh,"$6,035",Planned,Confirm promo economics and homepage placement,Yes,BTS / holiday merchandising and offer coordination
Rove Concepts,Furniture & Home,Tier 2,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Lynda Khouildi,"$452,622",Planned,Confirm promo economics and homepage placement,Yes,Spring refresh / move season / holiday big-ticket financing
Rwireless,Electronics & Wireless,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Saagar Chugh,"$1,459",Planned,Confirm promo economics and homepage placement,Yes,BTS / holiday device and accessory financing
Shino Bay Cosmetic Dermatology - In-Store,Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Oct 2026,2026-10,2026-10-01,T-12 to T-8 planning,Critical,Lynda Khouildi,"$8,092",Planned,Confirm promo economics and homepage placement,Yes,New Year / pre-summer treatment package financing
Sigma Canada,Photography & Services,Tier 2,holiday,"Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Lynda Khouildi,"$346,413",Planned,Confirm promo economics and homepage placement,Yes,Holiday gifting and creator equipment spikes
Softmoc,Retail / Multi,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Cathryn Felton,XX,Planned,Confirm promo economics and homepage placement,Yes,BTS / holiday merchandising and offer coordination
Sparx Hockey,Sports & Outdoor,Tier 2,holiday,"Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Lynda Khouildi,"$897,485",Planned,Confirm promo economics and homepage placement,Yes,General seasonal planning cadence
Sunday Furniture Ltd,Furniture & Home,Tier 2,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Lynda Khouildi,"$519,933",Planned,Confirm promo economics and homepage placement,Yes,Spring refresh / move season / holiday big-ticket financing
Technocart.ca,Other,Tier 2,holiday,"Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Saagar Chugh,$1.13M,Planned,Confirm promo economics and homepage placement,Yes,General seasonal planning cadence
Technoid Inc.,Other,Tier 2,holiday,"Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Saagar Chugh,$1.42M,Planned,Confirm promo economics and homepage placement,Yes,General seasonal planning cadence
The Camera Store,Photography & Services,Tier 2,holiday,"Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Cathryn Felton,$1.14M,Planned,Confirm promo economics and homepage placement,Yes,Holiday gifting and creator equipment spikes
The Vision Clinic,Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Oct 2026,2026-10,2026-10-01,T-12 to T-8 planning,Critical,Cathryn Felton,"$1,037",Planned,Confirm promo economics and homepage placement,Yes,New Year / pre-summer treatment package financing
Thermomix,Appliances,Tier 2,holiday,"Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Lynda Khouildi,$2.22M,Planned,Confirm promo economics and homepage placement,Yes,Spring reno / holiday appliance promo planning
Thermomix TM4U,Appliances,Tier 2,"spring_home, holiday","Apr, May, Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Lynda Khouildi,"$711,833",Planned,Confirm promo economics and homepage placement,Yes,Spring reno / holiday appliance promo planning
Transformer Table,Furniture & Home,Tier 2,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Lynda Khouildi,"$195,320",Planned,Confirm promo economics and homepage placement,Yes,Spring refresh / move season / holiday big-ticket financing
Trevi Siege Social,Appliances,Tier 2,"spring_home, holiday","Apr, May, Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Saagar Chugh,"$3,137",Planned,Confirm promo economics and homepage placement,Yes,Spring reno / holiday appliance promo planning
Uniway Computers,Other,Tier 2,holiday,"Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Saagar Chugh,$2.68M,Planned,Confirm promo economics and homepage placement,Yes,General seasonal planning cadence
Utopia Spa Centre,Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Oct 2026,2026-10,2026-10-01,T-12 to T-8 planning,Critical,Cathryn Felton,"$441,968",Planned,Confirm promo economics and homepage placement,Yes,New Year / pre-summer treatment package financing
VOGUE CLUB,Other,Tier 2,holiday,"Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Lynda Khouildi,"$1,737",Planned,Confirm promo economics and homepage placement,Yes,General seasonal planning cadence
Vogue Optical,Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Oct 2026,2026-10,2026-10-01,T-12 to T-8 planning,Critical,Cathryn Felton,"$14,295",Planned,Confirm promo economics and homepage placement,Yes,New Year / pre-summer treatment package financing
Wingbuddy,Other,Tier 2,holiday,"Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Cathryn Felton,XX,Planned,Confirm promo economics and homepage placement,Yes,General seasonal planning cadence
http://technocart.ca,Other,Tier 2,holiday,"Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,,,Planned,Confirm promo economics and homepage placement,Yes,General seasonal planning cadence
iDrinkCoffee,Appliances,Tier 2,holiday,"Nov, Dec",Oct 2026,2026-10,2026-10-01,T-8 to T-4 launch prep,Critical,Lynda Khouildi,"$509,648",Planned,Confirm promo economics and homepage placement,Yes,Spring reno / holiday appliance promo planning
MedSpa Partners,Aesthetics / Medical,Tier 1,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Nov 2026,2026-11,2026-11-01,T-8 to T-4 launch prep,High,Cathryn Felton,"$781,843",Planned,Lock creative and launch checklist,No,New Year / pre-summer treatment package financing
Skin Vitality,Aesthetics / Medical,Tier 1,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Nov 2026,2026-11,2026-11-01,T-8 to T-4 launch prep,High,Cathryn Felton,$2.10M,Planned,Lock creative and launch checklist,No,New Year / pre-summer treatment package financing
Bells of Steel,Fitness & Mobility,Tier 2,"new_year, holiday","Jan, Feb, Nov, Dec",Nov 2026,2026-11,2026-11-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$389,879",Planned,Schedule planning touchpoint,No,New Year / spring / holiday equipment financing
Canadian Beauty School,Education,Tier 2,"bts, new_year","Aug, Sep, Jan, Feb",Nov 2026,2026-11,2026-11-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,$2.09M,Planned,Schedule planning touchpoint,No,BTS / New Year enrollment financing
Clinique d'ophtalmologie COI Laval Inc. (410),Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Nov 2026,2026-11,2026-11-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$84,240",Planned,Schedule planning touchpoint,No,New Year / pre-summer treatment package financing
Factory Optical,Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Nov 2026,2026-11,2026-11-01,T-8 to T-4 launch prep,Medium,Cathryn Felton,$186.56,Planned,Schedule planning touchpoint,No,New Year / pre-summer treatment package financing
INFINILOOK - New Look Canada,Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Nov 2026,2026-11,2026-11-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$74,029",Planned,Schedule planning touchpoint,No,New Year / pre-summer treatment package financing
IRIS Ste-Julie (48),Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Nov 2026,2026-11,2026-11-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$10,905",Planned,Schedule planning touchpoint,No,New Year / pre-summer treatment package financing
International Institute of Aesthetic Medicine USA,Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Nov 2026,2026-11,2026-11-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$209,747",Planned,Schedule planning touchpoint,No,New Year / pre-summer treatment package financing
Iris Eyewar,Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Nov 2026,2026-11,2026-11-01,T-8 to T-4 launch prep,Medium,Cathryn Felton,"$397,923",Planned,Schedule planning touchpoint,No,New Year / pre-summer treatment package financing
Kits Eyecare,Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Nov 2026,2026-11,2026-11-01,T-8 to T-4 launch prep,Medium,Cathryn Felton,"$6,687",Planned,Schedule planning touchpoint,No,New Year / pre-summer treatment package financing
New Look Canada,Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Nov 2026,2026-11,2026-11-01,T-8 to T-4 launch prep,Medium,Cathryn Felton,$2.15M,Planned,Schedule planning touchpoint,No,New Year / pre-summer treatment package financing
Northern Fitness,Fitness & Mobility,Tier 2,"new_year, holiday","Jan, Feb, Nov, Dec",Nov 2026,2026-11,2026-11-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,$1.31M,Planned,Schedule planning touchpoint,No,New Year / spring / holiday equipment financing
